0.0     <= x <    60.0; y_0     =   85.0 + -0.625000x  +       0.000000x^2  +  0.000035x^3; Cubic Spline
13650.0 <= x < 13710.0; y_455   =   68.0 +  0.508333x  +       0.000000x^2  + -0.000002x^3; Cubic Spline
13680.0 <= x < 13740.0; y_456   =   83.0 + -0.466667x  +       0.000000x^2  +  0.000000x^3; Cubic Spline
13710.0 <= x < 13770.0; y_457   =   69.0 +  0.600000x  +       0.000000x^2  + -0.000037x^3; Cubic Spline
13740.0 <= x < 13800.0; y_458   =   83.0 +  0.041667x  +      -0.000000x^2  +  0.000007x^3; Cubic Spline
13770.0 <= x < 13830.0; y_459   =   85.0 + -0.150000x  +       0.000000x^2  + -0.000005x^3; Cubic Spline
13800.0 <= x < 13860.0; y_460   =   80.0 +  0.266667x  +       0.000000x^2  + -0.000009x^3; Cubic Spline
13830.0 <= x < 13890.0; y_461   =   87.0 + -0.108333x  +       0.000000x^2  +  0.000002x^3; Cubic Spline
13860.0 <= x < 13920.0; y_462   =   84.0 +  0.066667x  +      -0.000000x^2  +  0.000000x^3; Cubic Spline
13890.0 <= x < 13950.0; y_463   =   86.0 + -0.050000x  +       0.000000x^2  + -0.000005x^3; Cubic Spline
13920.0 <= x < 13980.0; y_464   =   84.0 +  0.116667x  +      -0.000000x^2  +  0.000005x^3; Cubic Spline
13950.0 <= x < 14010.0; y_465   =   88.0 + -0.375000x  +      -0.000000x^2  +  0.000049x^3; Cubic Spline
13980.0 <= x < 14040.0; y_466   =   82.0 + -0.583333x  +      -0.000000x^2  +  0.000023x^3; Cubic Spline
14010.0 <= x < 14070.0; y_467   =   67.0 +  0.141667x  +      -0.000000x^2  +  0.000007x^3; Cubic Spline
14040.0 <= x < 14100.0; y_468   =   72.0 + -0.258333x  +       0.000000x^2  + -0.000002x^3; Cubic Spline
14070.0 <= x < 14130.0; y_469   =   64.0 +  0.483333x  +       0.000000x^2  + -0.000051x^3; Cubic Spline
14100.0 <= x < 14160.0; y_470   =   73.0 +  0.508333x  +       0.000000x^2  + -0.000021x^3; Cubic Spline
14130.0 <= x < 14190.0; y_471   =   86.0 + -0.175000x  +       0.000000x^2  +  0.000012x^3; Cubic Spline
14160.0 <= x < 14220.0; y_472   =   82.0 + -0.125000x  +       0.000000x^2  +  0.000025x^3; Cubic Spline
14190.0 <= x < 14250.0; y_473   =   81.0 + -0.291667x  +       0.000000x^2  + -0.000012x^3; Cubic Spline
14220.0 <= x < 14280.0; y_474   =   71.0 +  0.575000x  +      -0.000000x^2  + -0.000021x^3; Cubic Spline
14250.0 <= x < 14310.0; y_475   =   86.0 + -0.183333x  +       0.000000x^2  + -0.000005x^3; Cubic Spline
14280.0 <= x < 14340.0; y_476   =   80.0 +  0.333333x  +       0.000000x^2  + -0.000019x^3; Cubic Spline
14310.0 <= x < 14370.0; y_477   =   88.0 +  0.000000x  +       0.000000x^2  +  0.000000x^3; Cubic Spline
14340.0 <= x < 14400.0; y_478   =   88.0 + -0.066667x  +      -0.000000x^2  +  0.000019x^3; Cubic Spline
14370.0 <= x < 14430.0; y_479   =   88.0 + -0.316667x  +       0.000000x^2  +  0.000014x^3; Cubic Spline
14400.0 <= x < 14460.0; y_480   =   80.0 +  0.133333x  +       0.000000x^2  + -0.000019x^3; Cubic Spline
14430.0 <= x < 14490.0; y_481   =   82.0 +  0.091667x  +      -0.000000x^2  +  0.000030x^3; Cubic Spline
14460.0 <= x < 14520.0; y_482   =   88.0 + -0.758333x  +       0.000000x^2  +  0.000035x^3; Cubic Spline
14490.0 <= x < 14550.0; y_483   =   69.0 +  0.133333x  +      -0.000000x^2  +  0.000000x^3; Cubic Spline
14520.0 <= x < 14580.0; y_484   =   73.0 +  0.025000x  +       0.000000x^2  + -0.000044x^3; Cubic Spline
14550.0 <= x < 14610.0; y_485   =   69.0 +  0.925000x  +      -0.000000x^2  + -0.000044x^3; Cubic Spline
14580.0 <= x < 14640.0; y_486   =   92.0 + -0.325000x  +      -0.000000x^2  +  0.000053x^3; Cubic Spline
14610.0 <= x < 14670.0; y_487   =   88.0 + -0.783333x  +      -0.000000x^2  +  0.000042x^3; Cubic Spline
14640.0 <= x < 14700.0; y_488   =   69.0 +  0.200000x  +       0.000000x^2  + -0.000046x^3; Cubic Spline
14670.0 <= x < 14730.0; y_489   =   70.0 +  0.775000x  +      -0.000000x^2  + -0.000039x^3; Cubic Spline
14700.0 <= x < 14760.0; y_490   =   89.0 + -0.050000x  +       0.000000x^2  + -0.000005x^3; Cubic Spline
14730.0 <= x < 14790.0; y_491   =   87.0 +  0.050000x  +      -0.000000x^2  +  0.000023x^3; Cubic Spline
14760.0 <= x < 14820.0; y_492   =   91.0 + -0.683333x  +      -0.000000x^2  +  0.000060x^3; Cubic Spline
14790.0 <= x < 14850.0; y_493   =   77.0 + -0.466667x  +       0.000000x^2  +  0.000019x^3; Cubic Spline
14820.0 <= x < 14880.0; y_494   =   65.0 +  0.158333x  +      -0.000000x^2  + -0.000007x^3; Cubic Spline
14850.0 <= x < 14910.0; y_495   =   69.0 +  0.133333x  +       0.000000x^2  + -0.000046x^3; Cubic Spline
14880.0 <= x < 14940.0; y_496   =   68.0 +  0.883333x  +       0.000000x^2  + -0.000051x^3; Cubic Spline
14910.0 <= x < 14970.0; y_497   =   89.0 +  0.041667x  +       0.000000x^2  + -0.000002x^3; Cubic Spline
14940.0 <= x < 15000.0; y_498   =   90.0 + -0.200000x  +       0.000000x^2  +  0.000056x^3; Cubic Spline
14970.0 <= x < 15030.0; y_499   =   90.0 + -0.850000x  +       0.000000x^2  +  0.000014x^3; Cubic Spline
15000.0 <= x < 15060.0; y_500   =   66.0 +  0.800000x  +       0.000000x^2  + -0.000056x^3; Cubic Spline
15030.0 <= x < 15090.0; y_501   =   84.0 +  0.075000x  +      -0.000000x^2  +  0.000035x^3; Cubic Spline
15060.0 <= x < 15120.0; y_502   =   90.0 + -0.700000x  +      -0.000000x^2  +  0.000000x^3; Cubic Spline
15090.0 <= x < 15150.0; y_503   =   69.0 +  0.658333x  +       0.000000x^2  +  0.000012x^3; Cubic Spline
15120.0 <= x < 15180.0; y_504   =   90.0 + -1.075000x  +       0.000000x^2  +  0.000058x^3; Cubic Spline
15150.0 <= x < 15210.0; y_505   =   64.0 +  0.083333x  +       0.000000x^2  + -0.000014x^3; Cubic Spline
15180.0 <= x < 15240.0; y_506   =   65.0 +  0.358333x  +       0.000000x^2  + -0.000053x^3; Cubic Spline
15210.0 <= x < 15270.0; y_507   =   70.0 +  0.600000x  +       0.000000x^2  + -0.000000x^3; Cubic Spline
15240.0 <= x < 15300.0; y_508   =   88.0 + -0.700000x  +      -0.000000x^2  +  0.000028x^3; Cubic Spline
15270.0 <= x < 15330.0; y_509   =   70.0 +  0.200000x  +      -0.000000x^2  +  0.000000x^3; Cubic Spline
15300.0 <= x < 15360.0; y_510   =   76.0 + -0.108333x  +       0.000000x^2  + -0.000025x^3; Cubic Spline
15330.0 <= x < 15390.0; y_511   =   70.0 +  0.558333x  +      -0.000000x^2  +  0.000002x^3; Cubic Spline
15360.0 <= x < 15420.0; y_512   =   87.0 + -0.750000x  +      -0.000000x^2  +  0.000042x^3; Cubic Spline
15390.0 <= x < 15450.0; y_513   =   69.0 +  0.000000x  +       0.000000x^2  +  0.000000x^3; Cubic Spline
15420.0 <= x < 15480.0; y_514   =   69.0 + -0.050000x  +       0.000000x^2  +  0.000014x^3; Cubic Spline
15450.0 <= x < 15510.0; y_515   =   69.0 + -0.208333x  +       0.000000x^2  +  0.000002x^3; Cubic Spline
15480.0 <= x < 15540.0; y_516   =   63.0 +  0.216667x  +       0.000000x^2  + -0.000014x^3; Cubic Spline
15510.0 <= x < 15570.0; y_517   =   68.0 +  0.216667x  +       0.000000x^2  + -0.000051x^3; Cubic Spline
15540.0 <= x < 15600.0; y_518   =   69.0 +  0.691667x  +       0.000000x^2  +  0.000002x^3; Cubic Spline
15570.0 <= x < 15630.0; y_519   =   90.0 + -0.891667x  +       0.000000x^2  +  0.000044x^3; Cubic Spline
15600.0 <= x < 15660.0; y_520   =   68.0 +  0.083333x  +      -0.000000x^2  +  0.000005x^3; Cubic Spline
15630.0 <= x < 15690.0; y_521   =   71.0 + -0.191667x  +       0.000000x^2  +  0.000007x^3; Cubic Spline
15660.0 <= x < 15720.0; y_522   =   66.0 +  0.050000x  +      -0.000000x^2  +  0.000005x^3; Cubic Spline
15690.0 <= x < 15750.0; y_523   =   68.0 +  0.016667x  +       0.000000x^2  + -0.000042x^3; Cubic Spline
15720.0 <= x < 15780.0; y_524   =   64.0 +  0.900000x  +       0.000000x^2  + -0.000046x^3; Cubic Spline
15750.0 <= x < 15810.0; y_525   =   86.0 + -0.308333x  +       0.000000x^2  +  0.000067x^3; Cubic Spline
15780.0 <= x < 15840.0; y_526   =   84.0 + -1.075000x  +       0.000000x^2  +  0.000049x^3; Cubic Spline
15810.0 <= x < 15870.0; y_527   =   57.0 +  0.291667x  +      -0.000000x^2  + -0.000025x^3; Cubic Spline
15840.0 <= x < 15900.0; y_528   =   63.0 +  0.350000x  +      -0.000000x^2  + -0.000051x^3; Cubic Spline
15870.0 <= x < 15930.0; y_529   =   68.0 +  0.675000x  +       0.000000x^2  + -0.000030x^3; Cubic Spline
15900.0 <= x < 15960.0; y_530   =   85.0 + -0.283333x  +      -0.000000x^2  +  0.000042x^3; Cubic Spline
15930.0 <= x < 15990.0; y_531   =   81.0 + -0.550000x  +      -0.000000x^2  +  0.000023x^3; Cubic Spline
15960.0 <= x < 16020.0; y_532   =   67.0 +  0.316667x  +       0.000000x^2  + -0.000051x^3; Cubic Spline
15990.0 <= x < 16050.0; y_533   =   71.0 +  0.633333x  +      -0.000000x^2  + -0.000009x^3; Cubic Spline
16020.0 <= x < 16080.0; y_534   =   89.0 + -0.650000x  +      -0.000000x^2  +  0.000051x^3; Cubic Spline
16050.0 <= x < 16110.0; y_535   =   75.0 + -0.150000x  +       0.000000x^2  + -0.000032x^3; Cubic Spline
16080.0 <= x < 16140.0; y_536   =   67.0 +  0.750000x  +       0.000000x^2  + -0.000005x^3; Cubic Spline
16110.0 <= x < 16170.0; y_537   =   89.0 + -0.825000x  +       0.000000x^2  +  0.000044x^3; Cubic Spline
16140.0 <= x < 16200.0; y_538   =   69.0 +  0.025000x  +      -0.000000x^2  +  0.000002x^3; Cubic Spline
16170.0 <= x < 16230.0; y_539   =   70.0 +  0.066667x  +       0.000000x^2  + -0.000037x^3; Cubic Spline
16200.0 <= x < 16260.0; y_540   =   68.0 +  0.616667x  +      -0.000000x^2  + -0.000005x^3; Cubic Spline
16230.0 <= x < 16290.0; y_541   =   86.0 + -0.650000x  +       0.000000x^2  +  0.000032x^3; Cubic Spline
16260.0 <= x < 16320.0; y_542   =   70.0 +  0.208333x  +      -0.000000x^2  + -0.000039x^3; Cubic Spline
16290.0 <= x < 16350.0; y_543   =   72.0 +  0.625000x  +       0.000000x^2  + -0.000035x^3; Cubic Spline
16320.0 <= x < 16380.0; y_544   =   87.0 +  0.016667x  +       0.000000x^2  + -0.000005x^3; Cubic Spline
16350.0 <= x < 16410.0; y_545   =   87.0 + -0.050000x  +      -0.000000x^2  +  0.000032x^3; Cubic Spline
16380.0 <= x < 16440.0; y_546   =   89.0 + -0.700000x  +       0.000000x^2  +  0.000046x^3; Cubic Spline
16410.0 <= x < 16470.0; y_547   =   73.0 + -0.025000x  +       0.000000x^2  + -0.000030x^3; Cubic Spline
16440.0 <= x < 16500.0; y_548   =   69.0 +  0.566667x  +      -0.000000x^2  +  0.000000x^3; Cubic Spline
16470.0 <= x < 16530.0; y_549   =   86.0 + -0.691667x  +       0.000000x^2  +  0.000035x^3; Cubic Spline
16500.0 <= x < 16560.0; y_550   =   69.0 +  0.066667x  +      -0.000000x^2  +  0.000000x^3; Cubic Spline
16530.0 <= x < 16590.0; y_551   =   71.0 + -0.066667x  +       0.000000x^2  + -0.000000x^3; Cubic Spline
16560.0 <= x < 16620.0; y_552   =   69.0 +  0.066667x  +      -0.000000x^2  +  0.000000x^3; Cubic Spline
16590.0 <= x < 16650.0; y_553   =   71.0 +  0.033333x  +       0.000000x^2  + -0.000028x^3; Cubic Spline
16620.0 <= x < 16680.0; y_554   =   69.0 +  0.425000x  +       0.000000x^2  +  0.000012x^3; Cubic Spline
16650.0 <= x < 16710.0; y_555   =   83.0 + -0.741667x  +       0.000000x^2  +  0.000030x^3; Cubic Spline
16680.0 <= x < 16740.0; y_556   =   64.0 +  0.250000x  +      -0.000000x^2  + -0.000014x^3; Cubic Spline
16710.0 <= x < 16770.0; y_557   =   70.0 +  0.000000x  +       0.000000x^2  +  0.000000x^3; Cubic Spline
16740.0 <= x < 16800.0; y_558   =   70.0 + -0.016667x  +      -0.000000x^2  +  0.000005x^3; Cubic Spline
16770.0 <= x < 16830.0; y_559   =   70.0 + -0.050000x  +       0.000000x^2  + -0.000005x^3; Cubic Spline
16800.0 <= x < 16860.0; y_560   =   68.0 +  0.283333x  +       0.000000x^2  + -0.000042x^3; Cubic Spline
16830.0 <= x < 16890.0; y_561   =   72.0 +  0.433333x  +       0.000000x^2  +  0.000009x^3; Cubic Spline
16860.0 <= x < 16920.0; y_562   =   86.0 + -0.583333x  +       0.000000x^2  + -0.000005x^3; Cubic Spline
16890.0 <= x < 16950.0; y_563   =   68.0 +  0.691667x  +      -0.000000x^2  + -0.000007x^3; Cubic Spline
16920.0 <= x < 16980.0; y_564   =   88.0 + -0.575000x  +       0.000000x^2  +  0.000002x^3; Cubic Spline
16950.0 <= x < 17010.0; y_565   =   71.0 +  0.650000x  +      -0.000000x^2  + -0.000032x^3; Cubic Spline
16980.0 <= x < 17040.0; y_566   =   87.0 + -0.058333x  +       0.000000x^2  + -0.000002x^3; Cubic Spline
17010.0 <= x < 17070.0; y_567   =   85.0 + -0.025000x  +       0.000000x^2  +  0.000035x^3; Cubic Spline
17040.0 <= x < 17100.0; y_568   =   88.0 + -0.775000x  +      -0.000000x^2  +  0.000049x^3; Cubic Spline
17070.0 <= x < 17130.0; y_569   =   70.0 +  0.008333x  +       0.000000x^2  + -0.000030x^3; Cubic Spline
17100.0 <= x < 17160.0; y_570   =   67.0 +  0.550000x  +      -0.000000x^2  + -0.000005x^3; Cubic Spline
17130.0 <= x < 17190.0; y_571   =   83.0 + -0.575000x  +      -0.000000x^2  +  0.000030x^3; Cubic Spline
17160.0 <= x < 17220.0; y_572   =   69.0 +  0.166667x  +       0.000000x^2  + -0.000037x^3; Cubic Spline
17190.0 <= x < 17250.0; y_573   =   70.0 +  0.616667x  +      -0.000000x^2  + -0.000032x^3; Cubic Spline
17220.0 <= x < 17280.0; y_574   =   85.0 + -0.191667x  +       0.000000x^2  +  0.000044x^3; Cubic Spline
17250.0 <= x < 17310.0; y_575   =   84.0 + -0.691667x  +       0.000000x^2  +  0.000025x^3; Cubic Spline
17280.0 <= x < 17340.0; y_576   =   66.0 +  0.250000x  +       0.000000x^2  + -0.000005x^3; Cubic Spline
17310.0 <= x < 17370.0; y_577   =   73.0 + -0.100000x  +       0.000000x^2  + -0.000019x^3; Cubic Spline
17340.0 <= x < 17400.0; y_578   =   68.0 +  0.425000x  +      -0.000000x^2  +  0.000002x^3; Cubic Spline
17370.0 <= x < 17430.0; y_579   =   81.0 + -0.533333x  +       0.000000x^2  +  0.000019x^3; Cubic Spline
17400.0 <= x < 17460.0; y_580   =   67.0 +  0.391667x  +       0.000000x^2  + -0.000053x^3; Cubic Spline
17430.0 <= x < 17490.0; y_581   =   73.0 +  0.641667x  +      -0.000000x^2  + -0.000021x^3; Cubic Spline
17460.0 <= x < 17520.0; y_582   =   90.0 + -0.466667x  +       0.000000x^2  +  0.000056x^3; Cubic Spline
17490.0 <= x < 17550.0; y_583   =   82.0 + -0.600000x  +       0.000000x^2  +  0.000019x^3; Cubic Spline
17520.0 <= x < 17580.0; y_584   =   66.0 +  0.425000x  +      -0.000000x^2  + -0.000044x^3; Cubic Spline
17550.0 <= x < 17610.0; y_585   =   74.0 +  0.491667x  +       0.000000x^2  + -0.000035x^3; Cubic Spline
17580.0 <= x < 17640.0; y_586   =   85.0 +  0.125000x  +      -0.000000x^2  +  0.000002x^3; Cubic Spline
17610.0 <= x < 17670.0; y_587   =   89.0 + -0.333333x  +      -0.000000x^2  +  0.000046x^3; Cubic Spline
17640.0 <= x < 17700.0; y_588   =   84.0 + -0.466667x  +      -0.000000x^2  + -0.000009x^3; Cubic Spline
17670.0 <= x < 17730.0; y_589   =   69.0 +  0.783333x  +       0.000000x^2  + -0.000042x^3; Cubic Spline
17700.0 <= x < 17760.0; y_590   =   88.0 + -0.183333x  +      -0.000000x^2  +  0.000042x^3; Cubic Spline
17730.0 <= x < 17790.0; y_591   =   87.0 + -0.575000x  +       0.000000x^2  +  0.000002x^3; Cubic Spline
17760.0 <= x < 17820.0; y_592   =   70.0 +  0.541667x  +      -0.000000x^2  + -0.000002x^3; Cubic Spline
17790.0 <= x < 17850.0; y_593   =   86.0 + -0.650000x  +       0.000000x^2  +  0.000042x^3; Cubic Spline
17820.0 <= x < 17880.0; y_594   =   71.0 + -0.100000x  +       0.000000x^2  + -0.000000x^3; Cubic Spline
17850.0 <= x < 17910.0; y_595   =   68.0 +  0.033333x  +      -0.000000x^2  +  0.000019x^3; Cubic Spline
17880.0 <= x < 17940.0; y_596   =   71.0 + -0.308333x  +       0.000000x^2  + -0.000016x^3; Cubic Spline
17910.0 <= x < 17970.0; y_597   =   60.0 +  0.666667x  +       0.000000x^2  + -0.000019x^3; Cubic Spline
17940.0 <= x < 18000.0; y_598   =   78.0 + -0.275000x  +       0.000000x^2  + -0.000016x^3; Cubic Spline
17970.0 <= x < 18030.0; y_599   =   68.0 +  0.733333x  +      -0.000000x^2  + -0.000046x^3; Cubic Spline
18000.0 <= x < 18060.0; y_600   =   85.0 + -0.025000x  +       0.000000x^2  +  0.000035x^3; Cubic Spline
18030.0 <= x < 18090.0; y_601   =   88.0 + -0.625000x  +      -0.000000x^2  +  0.000007x^3; Cubic Spline
18060.0 <= x < 18120.0; y_602   =   70.0 +  0.508333x  +       0.000000x^2  + -0.000002x^3; Cubic Spline
18090.0 <= x < 18150.0; y_603   =   85.0 + -0.441667x  +       0.000000x^2  + -0.000007x^3; Cubic Spline
18120.0 <= x < 18180.0; y_604   =   71.0 +  0.716667x  +      -0.000000x^2  + -0.000042x^3; Cubic Spline
18150.0 <= x < 18210.0; y_605   =   88.0 +  0.016667x  +      -0.000000x^2  +  0.000005x^3; Cubic Spline
18180.0 <= x < 18240.0; y_606   =   89.0 + -0.125000x  +       0.000000x^2  +  0.000007x^3; Cubic Spline
18210.0 <= x < 18270.0; y_607   =   86.0 + -0.150000x  +       0.000000x^2  +  0.000042x^3; Cubic Spline
18240.0 <= x < 18300.0; y_608   =   86.0 + -0.983333x  +      -0.000000x^2  +  0.000106x^3; Cubic Spline
18270.0 <= x < 18330.0; y_609   =   68.0 + -1.266667x  +      -0.000000x^2  +  0.000093x^3; Cubic Spline
18300.0 <= x < 18360.0; y_610   =   40.0 + -0.516667x  +       0.000000x^2  +  0.000032x^3; Cubic Spline
18330.0 <= x < 18390.0; y_611   =   28.0 + -0.091667x  +       0.000000x^2  +  0.000007x^3; Cubic Spline
18360.0 <= x < 18420.0; y_612   =   26.0 + -0.050000x  +       0.000000x^2  +  0.000005x^3; Cubic Spline
18390.0 <= x < 18450.0; y_613   =   25.0 + -0.050000x  +       0.000000x^2  +  0.000005x^3; Cubic Spline
18420.0 <= x < 18480.0; y_614   =   24.0 + -0.033333x  +       0.000000x^2  + -0.000000x^3; Cubic Spline
18450.0 <= x < 18510.0; y_615   =   23.0 +  0.025000x  +      -0.000000x^2  +  0.000002x^3; Cubic Spline
18480.0 <= x < 18540.0; y_616   =   24.0 + -0.083333x  +       0.000000x^2  +  0.000005x^3; Cubic Spline
18510.0 <= x < 18570.0; y_617   =   22.0 +  0.000000x  +       0.000000x^2  +  0.000000x^3; Cubic Spline
18540.0 <= x < 18600.0; y_618   =   22.0 + -0.008333x  +      -0.000000x^2  +  0.000002x^3; Cubic Spline
18570.0 <= x < 18630.0; y_619   =   22.0 + -0.041667x  +       0.000000x^2  +  0.000002x^3; Cubic Spline
18600.0 <= x < 18660.0; y_620   =   21.0 +  0.000000x  +       0.000000x^2  +  0.000000x^3; Cubic Spline
18630.0 <= x < 18690.0; y_621   =   21.0 +  0.000000x  +       0.000000x^2  +  0.000000x^3; Cubic Spline
18660.0 <= x < 18720.0; y_622   =   21.0 + -0.008333x  +      -0.000000x^2  +  0.000002x^3; Cubic Spline
18690.0 <= x < 18750.0; y_623   =   21.0 + -0.041667x  +       0.000000x^2  +  0.000002x^3; Cubic Spline
18720.0 <= x < 18780.0; y_624   =   20.0 +  0.000000x  +       0.000000x^2  +  0.000000x^3; Cubic Spline
18750.0 <= x < 18810.0; y_625   =   20.0 +  0.000000x  +       0.000000x^2  +  0.000000x^3; Cubic Spline
18780.0 <= x < 18840.0; y_626   =   20.0 +  0.000000x  +       0.000000x^2  +  0.000000x^3; Cubic Spline
18810.0 <= x < 18870.0; y_627   =   20.0 +  0.000000x  +       0.000000x^2  +  0.000000x^3; Cubic Spline
